client_id,onboard_date,city,segment,risk_profile,aum_inr,products_held,tenure_months,sip_active,relationship_manager,churned
CUST0604,2017-09-15,Pune,Mass,Conservative,669239.0,2,101,1,RM11,0
CUST0605,2014-06-03,Hyderabad,Mass,Moderate,280295.0,5,141,0,RM02,1
CUST0606,2014-12-30,Ahmedabad,Affluent,Aggressive,4100123.0,5,134,0,RM21,0
CUST0607,2019-04-08,Kolkata,HNI,Conservative,13994761.0,3,82,1,RM02,0
CUST0608,2015-06-28,Delhi,HNI,Moderate,16961435.0,4,128,1,RM11,0
CUST0609,2018-03-14,Bengaluru,Mass,Aggressive,1243102.0,2,95,1,RM05,0
CUST0610,2024-06-10,Ahmedabad,Affluent,Moderate,2723030.0,4,19,0,RM18,1
CUST0611,2019-01-08,Kolkata,Mass,Aggressive,1075967.0,2,85,0,RM11,1
CUST0612,2019-03-09,Ahmedabad,Mass,Moderate,,5,83,1,RM14,0
CUST0613,2019-06-07,Ahmedabad,Mass,Moderate,521584.0,2,80,0,RM25,1
CUST0614,2016-06-22,Pune,Mass,Moderate,861466.0,6,116,0,RM24,0
CUST0615,2014-04-04,Ahmedabad,Mass,Conservative,573526.0,6,143,1,RM11,0
CUST0616,2023-02-16,Pune,Affluent,Conservative,3016124.0,2,35,1,RM10,0
CUST0617,2025-10-03,Ahmedabad,Mass,Moderate,543991.0,4,3,1,RM08,0
CUST0618,2018-05-13,Chennai,HNI,Conservative,7520866.0,5,93,1,RM18,0
CUST0619,2024-09-08,Ahmedabad,Mass,Conservative,822408.0,6,16,0,RM25,0
CUST0620,2020-11-28,Mumbai,Mass,Aggressive,121094.0,3,62,0,RM15,0
CUST0621,2014-11-30,Ahmedabad,Mass,Conservative,1086803.0,4,135,1,RM15,0
CUST0622,2018-02-12,Ahmedabad,Mass,Conservative,935405.0,1,96,0,RM25,0
CUST0623,2014-10-31,Kolkata,Mass,Moderate,1609010.0,2,136,1,RM05,0
CUST0624,2025-08-04,Ahmedabad,Mass,Conservative,2214379.0,2,5,0,RM02,1
CUST0625,2017-08-16,Chennai,Affluent,Moderate,8244150.0,2,102,1,RM03,0
CUST0626,2022-03-23,Bengaluru,Mass,Conservative,472252.0,3,46,1,RM15,1
CUST0627,2025-02-05,Delhi,Affluent,Moderate,16277310.0,5,11,0,RM23,0
CUST0628,2022-04-22,Delhi,Mass,Moderate,345821.0,6,45,0,RM06,0
CUST0629,2014-11-30,Kolkata,Mass,Moderate,234182.0,4,135,1,RM19,0
CUST0630,2020-12-28,Mumbai,Mass,Conservative,1847226.0,3,61,0,RM23,0
CUST0631,2015-01-29,Delhi,Mass,Moderate,928381.0,5,133,0,RM23,0
CUST0632,2024-08-09,Chennai,Affluent,Conservative,1756161.0,4,17,0,RM20,0
CUST0633,2018-03-14,Bengaluru,Mass,Moderate,316441.0,3,95,0,RM10,0
CUST0634,2020-10-29,Ahmedabad,Affluent,Conservative,6672780.0,1,63,0,RM17,1
CUST0635,2022-05-22,Mumbai,HNI,Conservative,12383304.0,4,44,0,RM14,0
CUST0636,2019-08-06,Mumbai,Mass,Conservative,447288.0,1,78,0,RM13,0
CUST0637,2018-09-10,Bengaluru,HNI,Conservative,58930699.0,4,89,1,RM18,0
CUST0638,2025-09-03,Hyderabad,Affluent,Conservative,16060078.0,6,4,0,RM18,0
CUST0639,2018-03-14,Bengaluru,Affluent,Conservative,5341728.0,5,95,1,RM21,1
CUST0640,2022-05-22,Kolkata,HNI,Aggressive,18394623.0,6,44,1,RM14,0
CUST0641,2016-06-22,Mumbai,Mass,Moderate,1095466.0,3,116,1,RM17,1
CUST0642,2023-11-13,Chennai,Affluent,Moderate,3618090.0,3,26,1,RM08,1
CUST0643,2022-07-21,Pune,Mass,Conservative,195546.0,4,42,0,RM12,0
CUST0644,2014-07-03,Hyderabad,Affluent,,1078950.0,2,140,0,RM21,0
CUST0645,2023-01-17,Hyderabad,Mass,Aggressive,640408.0,6,36,1,RM20,0
CUST0646,2024-06-10,Chennai,Mass,Conservative,1083139.0,1,19,0,RM13,0
CUST0647,2019-06-07,Mumbai,Ultra-HNI,Aggressive,66928828.0,6,80,0,RM15,1
CUST0648,2018-07-12,Mumbai,Mass,Moderate,1041132.0,6,91,1,RM07,0
CUST0649,2019-04-08,Mumbai,Mass,Moderate,1099921.0,6,82,1,RM10,0
CUST0650,2021-03-28,Hyderabad,Mass,Moderate,1429253.0,1,58,1,RM17,0
CUST0651,2024-09-08,Ahmedabad,Affluent,Moderate,5459053.0,6,16,1,RM03,1
CUST0652,2022-07-21,Mumbai,Mass,Aggressive,776127.0,2,42,1,RM01,1
CUST0653,2025-04-06,Mumbai,Mass,Moderate,653502.0,2,9,0,RM15,1
CUST0654,2015-11-25,Pune,HNI,,17334665.0,5,123,0,RM19,0
CUST0655,2022-11-18,Hyderabad,Mass,Moderate,280892.0,3,38,1,RM25,0
CUST0656,2018-02-12,Bengaluru,Mass,Conservative,1270513.0,6,96,0,RM12,0
CUST0657,2022-11-18,Mumbai,Affluent,Moderate,3989882.0,3,38,0,RM04,1
CUST0658,2018-08-11,Kolkata,Mass,Moderate,523223.0,1,90,1,RM16,0
CUST0659,2024-11-07,Pune,Mass,Conservative,495068.0,2,14,1,RM08,0
CUST0660,2024-11-07,Hyderabad,Affluent,Aggressive,2357535.0,5,14,0,RM04,0
CUST0661,2022-03-23,Delhi,Affluent,Aggressive,4701027.0,4,46,1,RM16,0
CUST0662,2022-11-18,Ahmedabad,Mass,Conservative,885913.0,2,38,1,RM18,1
CUST0663,2022-02-21,Mumbai,Affluent,Conservative,3343177.0,2,47,1,RM02,0
CUST0664,2022-09-19,Pune,Affluent,Moderate,8719051.0,5,40,0,RM19,0
CUST0665,2017-10-15,Pune,Affluent,Conservative,4023707.0,2,100,1,RM15,0
CUST0666,2020-10-29,Pune,Affluent,Conservative,2120963.0,1,63,1,RM19,1
CUST0667,2024-02-11,Hyderabad,Affluent,Aggressive,10489386.0,4,23,1,RM16,0
CUST0668,2015-01-29,Bengaluru,Mass,Conservative,743776.0,6,133,1,RM12,0
CUST0669,2018-06-12,Chennai,Mass,Conservative,1072117.0,2,92,0,RM09,0
CUST0670,2021-02-26,Chennai,Mass,Moderate,1086110.0,5,59,0,RM17,0
CUST0671,2019-12-04,Kolkata,Mass,Conservative,396321.0,3,74,1,RM05,0
CUST0672,2022-01-22,Pune,HNI,Aggressive,14995906.0,6,48,0,RM14,0
CUST0673,2021-04-27,Chennai,Mass,Aggressive,1177846.0,4,57,1,RM19,0
CUST0674,2025-02-05,Pune,Mass,Moderate,1829787.0,4,11,1,RM06,0
CUST0675,2016-02-23,Ahmedabad,Mass,Conservative,690484.0,2,120,0,RM03,0
CUST0676,2021-05-27,Pune,Affluent,Aggressive,3489908.0,6,56,1,RM01,0
CUST0677,2017-09-15,Bengaluru,HNI,Moderate,50406226.0,1,101,1,RM14,0
CUST0678,2025-05-06,Mumbai,Mass,Moderate,472454.0,4,8,1,RM11,0
CUST0679,2024-11-07,Ahmedabad,HNI,Moderate,23945097.0,2,14,1,RM17,0
CUST0680,2021-08-25,Mumbai,Mass,Moderate,527055.0,4,53,1,RM21,0
CUST0681,2025-07-05,Hyderabad,HNI,Conservative,23169108.0,6,6,0,RM25,0
CUST0682,2014-07-03,Mumbai,HNI,Moderate,11879701.0,1,140,1,RM09,0
CUST0683,2025-07-05,Ahmedabad,Mass,Moderate,542681.0,1,6,0,RM03,0
CUST0684,2019-05-08,Mumbai,HNI,Moderate,14151439.0,5,81,1,RM19,0
CUST0685,2021-10-24,Pune,Mass,Moderate,959888.0,5,51,1,RM01,0
CUST0686,2023-06-16,Kolkata,Mass,Moderate,729495.0,3,31,1,RM16,1
CUST0687,2024-04-11,Pune,Mass,Moderate,1082140.0,2,21,0,RM07,0
CUST0688,2022-05-22,Hyderabad,Mass,Moderate,423442.0,4,44,0,RM09,0
CUST0689,2025-05-06,Hyderabad,Ultra-HNI,Conservative,59156222.0,2,8,1,RM04,0
CUST0690,2019-03-09,Hyderabad,Affluent,Moderate,6948996.0,4,83,0,RM01,0
CUST0691,2023-03-18,Kolkata,Affluent,Aggressive,7901992.0,3,34,1,RM05,0
CUST0692,2025-10-03,Mumbai,HNI,Conservative,9021842.0,5,3,1,RM11,0
CUST0693,2024-08-09,Ahmedabad,Mass,Aggressive,794230.0,4,17,0,RM08,0
CUST0694,2015-04-29,Kolkata,Mass,Aggressive,426366.0,4,130,0,RM10,0
CUST0695,2023-02-16,Ahmedabad,HNI,Moderate,32948487.0,1,35,0,RM03,1
CUST0696,2019-02-07,Mumbai,Mass,Conservative,1855413.0,4,84,1,RM04,0
CUST0697,2021-02-26,Delhi,Affluent,Moderate,1171488.0,5,59,0,RM19,0
CUST0698,2020-03-03,Delhi,Mass,Moderate,464896.0,4,71,0,RM21,0
CUST0699,2015-11-25,Chennai,Mass,Conservative,770977.0,4,123,1,RM19,1
CUST0700,2017-06-17,Kolkata,Mass,Conservative,665455.0,4,104,1,RM24,0
CUST0701,2019-06-07,Kolkata,Mass,Moderate,1118108.0,2,80,1,RM19,0
CUST0702,2023-08-15,Pune,Mass,Moderate,696502.0,3,29,1,RM04,1
CUST0703,2015-11-25,Chennai,Mass,Moderate,498313.0,1,123,1,RM19,1
CUST0704,2025-09-03,Mumbai,Mass,Moderate,380468.0,5,4,1,RM06,1
CUST0705,2019-05-08,Pune,Affluent,Moderate,2562891.0,1,81,1,RM20,0
CUST0706,2018-09-10,Mumbai,Mass,Moderate,443223.0,5,89,1,RM16,0
CUST0707,2014-10-01,Delhi,Mass,Moderate,488716.0,4,137,1,RM22,0
CUST0708,2024-01-12,Chennai,Mass,Conservative,823570.0,4,24,1,RM24,1
CUST0709,2022-07-21,Kolkata,Mass,Moderate,611788.0,4,42,1,RM18,0
CUST0710,2025-11-02,Hyderabad,Mass,Conservative,466190.0,1,2,1,RM24,0
CUST0711,2023-01-17,Mumbai,Mass,Moderate,382780.0,4,36,0,RM14,0
CUST0712,2014-12-30,Delhi,Mass,Moderate,453112.0,3,134,1,RM24,0
CUST0713,2025-11-02,Kolkata,Ultra-HNI,Moderate,48648052.0,5,2,0,RM03,1
CUST0714,2016-08-21,Hyderabad,Mass,Moderate,441914.0,6,114,0,RM12,0
CUST0715,2014-11-30,Pune,Mass,Conservative,965646.0,6,135,0,RM20,0
CUST0716,2024-08-09,Bengaluru,Affluent,Conservative,10456818.0,6,17,0,RM25,0
CUST0717,2021-09-24,Kolkata,Mass,Conservative,349237.0,5,52,1,RM22,0
CUST0718,2015-04-29,Hyderabad,Mass,Moderate,1234196.0,2,130,0,RM10,0
CUST0719,2017-06-17,Mumbai,Mass,Moderate,976393.0,2,104,1,RM16,1
CUST0720,2025-03-07,Pune,Affluent,Conservative,5439883.0,6,10,1,RM03,0
CUST0721,2015-09-26,Bengaluru,HNI,Moderate,46270062.0,6,125,0,RM03,0
CUST0722,2016-06-22,Kolkata,Mass,,607248.0,2,116,0,RM18,1
CUST0723,2022-04-22,Pune,HNI,Moderate,24925047.0,4,45,0,RM08,1
CUST0724,2021-01-27,Delhi,Affluent,Moderate,5274468.0,6,60,1,RM14,0
CUST0725,2022-05-22,Mumbai,Affluent,Conservative,5063071.0,6,44,0,RM06,0
CUST0726,2019-11-04,Mumbai,Mass,Conservative,858369.0,6,75,0,RM20,1
CUST0727,2016-09-20,Delhi,HNI,Moderate,20498707.0,3,113,0,RM03,0
CUST0728,2018-01-13,Mumbai,Mass,Moderate,861737.0,4,97,0,RM16,0
CUST0729,2014-07-03,Pune,Mass,Moderate,461362.0,4,140,1,RM17,0
CUST0730,2024-10-08,Delhi,Affluent,Moderate,3468114.0,6,15,1,RM21,0
CUST0731,2014-12-30,Chennai,HNI,Conservative,13789845.0,6,134,0,RM07,0
CUST0732,2015-03-30,Bengaluru,Mass,Aggressive,545633.0,4,131,1,RM09,0
CUST0733,2021-05-27,Pune,Mass,Moderate,1164319.0,6,56,1,RM14,0
CUST0734,2024-04-11,Mumbai,HNI,Moderate,15496546.0,3,21,1,RM08,1
CUST0735,2023-04-17,Chennai,Affluent,Moderate,7054624.0,4,33,1,RM19,0
CUST0736,2014-10-31,Kolkata,Affluent,Moderate,5702047.0,5,136,1,RM19,0
CUST0737,2025-11-02,Delhi,Mass,Moderate,523116.0,6,2,1,RM19,1
CUST0738,2024-11-07,Kolkata,Mass,,1370095.0,1,14,0,RM13,1
CUST0739,2025-02-05,Delhi,HNI,Moderate,29954841.0,1,11,0,RM16,0
CUST0740,2023-12-13,Pune,Mass,Conservative,667517.0,2,25,1,RM05,0
CUST0741,2016-08-21,Bengaluru,Affluent,Moderate,4712429.0,1,114,0,RM05,0
CUST0742,2025-04-06,Bengaluru,Affluent,Aggressive,5188162.0,2,9,1,RM10,1
CUST0743,2014-08-02,Hyderabad,HNI,Conservative,8615683.0,6,139,1,RM06,0
CUST0744,2021-03-28,Pune,Affluent,Moderate,3130213.0,4,58,1,RM21,0
CUST0745,2019-09-05,Hyderabad,Mass,Moderate,860031.0,1,77,0,RM07,0
CUST0746,2018-12-09,Hyderabad,Affluent,Moderate,2063123.0,5,86,1,RM24,0
CUST0747,2016-05-23,Bengaluru,Ultra-HNI,Conservative,43975661.0,6,117,0,RM11,0
CUST0748,2018-07-12,Pune,HNI,Moderate,16101790.0,6,91,0,RM20,0
CUST0749,2025-04-06,Mumbai,Mass,Moderate,3293135.0,6,9,0,RM02,1
CUST0750,2016-02-23,Mumbai,Mass,Aggressive,965978.0,6,120,0,RM18,0
CUST0751,2024-12-07,Delhi,Affluent,Moderate,9010295.0,5,13,1,RM12,0
CUST0752,2019-09-05,Kolkata,Affluent,Moderate,3164512.0,6,77,1,RM21,0
CUST0753,2015-09-26,Hyderabad,Mass,Conservative,813801.0,5,125,1,RM05,0
CUST0754,2019-12-04,Bengaluru,Mass,Conservative,253278.0,5,74,1,RM06,0
CUST0755,2020-12-28,Pune,Mass,Moderate,555988.0,2,61,1,RM22,0
CUST0756,2022-02-21,Bengaluru,Mass,Moderate,880541.0,6,47,1,RM15,0
CUST0757,2016-08-21,Pune,Mass,,305796.0,1,114,1,RM15,0
CUST0758,2018-04-13,Chennai,HNI,Moderate,24805245.0,2,94,0,RM15,0
CUST0759,2016-05-23,Hyderabad,Affluent,Conservative,6402376.0,5,117,1,RM09,0
CUST0760,2015-03-30,Delhi,Mass,Conservative,478764.0,5,131,0,RM24,0
CUST0761,2018-12-09,Mumbai,Affluent,Moderate,3113312.0,6,86,1,RM14,0
CUST0762,2021-09-24,Ahmedabad,Mass,Conservative,449980.0,1,52,1,RM01,0
CUST0763,2018-12-09,Pune,Affluent,Conservative,4071485.0,5,86,1,RM08,0
CUST0764,2021-09-24,Pune,HNI,,16786989.0,1,52,0,RM25,0
CUST0765,2023-07-16,Hyderabad,Mass,Moderate,882598.0,4,30,1,RM13,1
CUST0766,2021-11-23,Ahmedabad,Ultra-HNI,Conservative,49447348.0,2,50,1,RM19,0
CUST0767,2020-05-02,Mumbai,Mass,Aggressive,1609622.0,4,69,1,RM01,1
CUST0768,2023-04-17,Ahmedabad,Affluent,Aggressive,11846242.0,1,33,1,RM01,1
CUST0769,2022-03-23,Chennai,HNI,Conservative,22753990.0,1,46,0,RM06,0
CUST0770,2019-04-08,Hyderabad,Affluent,Moderate,4076672.0,6,82,0,RM13,1
CUST0771,2024-05-11,Ahmedabad,Mass,Moderate,497343.0,4,20,0,RM16,0
CUST0772,2024-09-08,Kolkata,Mass,Aggressive,793777.0,3,16,1,RM02,0
CUST0773,2016-10-20,Bengaluru,Mass,Moderate,873954.0,3,112,1,RM23,0
CUST0774,2016-01-24,Ahmedabad,Mass,Conservative,597069.0,6,121,0,RM16,0
CUST0775,2022-03-23,Mumbai,Mass,Conservative,537196.0,5,46,1,RM09,0
CUST0776,2024-05-11,Delhi,Mass,Aggressive,809643.0,3,20,1,RM12,0
CUST0777,2020-07-01,Delhi,Affluent,Aggressive,5118199.0,1,67,0,RM13,1
CUST0778,2023-11-13,Bengaluru,Mass,Moderate,486831.0,5,26,1,RM20,1
CUST0779,2015-07-28,Pune,Mass,Moderate,709639.0,2,127,1,RM03,0
CUST0780,2025-03-07,Chennai,Affluent,Moderate,3532238.0,2,10,1,RM15,0
CUST0781,2020-01-03,Kolkata,Mass,Moderate,441056.0,4,73,0,RM14,0
CUST0782,2021-06-26,Hyderabad,Affluent,Moderate,4914020.0,6,55,1,RM20,0
CUST0783,2020-06-01,Hyderabad,Affluent,Conservative,3592189.0,2,68,0,RM10,1
CUST0784,2016-12-19,Kolkata,Affluent,Conservative,3292610.0,1,110,0,RM10,0
CUST0785,2022-11-18,Chennai,Mass,Moderate,1185272.0,3,38,0,RM21,1
CUST0786,2015-02-28,Bengaluru,Affluent,Moderate,3971393.0,5,132,0,RM22,0
CUST0787,2014-06-03,Mumbai,Affluent,Aggressive,13581095.0,4,141,1,RM21,0
CUST0788,2020-10-29,Kolkata,Mass,Aggressive,941276.0,6,63,1,RM22,0
CUST0789,2021-05-27,Delhi,Affluent,Conservative,3137552.0,2,56,0,RM03,0
CUST0790,2023-03-18,Pune,HNI,Aggressive,37814688.0,5,34,1,RM17,0
CUST0791,2016-04-23,Kolkata,Mass,Moderate,449639.0,5,118,1,RM18,1
CUST0792,2017-05-18,Bengaluru,Mass,Moderate,1974215.0,5,105,0,RM07,0
CUST0793,2020-08-30,Delhi,Affluent,Conservative,5580264.0,6,65,0,RM12,0
CUST0794,2017-10-15,Pune,Affluent,Moderate,6640863.0,2,100,1,RM25,0
CUST0795,2021-08-25,Bengaluru,Affluent,Aggressive,5012094.0,2,53,1,RM04,0
CUST0796,2017-11-14,Kolkata,Mass,Moderate,771873.0,3,99,0,RM21,0
CUST0797,2016-03-24,Chennai,Mass,Moderate,587911.0,3,119,1,RM08,0
CUST0798,2020-09-29,Bengaluru,Affluent,Conservative,2961320.0,1,64,1,RM22,0
CUST0799,2018-02-12,Pune,Affluent,Conservative,5939655.0,2,96,1,RM14,0
CUST0800,2019-04-08,Chennai,Mass,Moderate,1171716.0,3,82,0,RM01,1
CUST0801,2025-02-05,Kolkata,HNI,Moderate,10380993.0,5,11,1,RM03,0
CUST0802,2025-04-06,Pune,Affluent,Aggressive,11497049.0,1,9,0,RM21,0
CUST0803,2022-11-18,Ahmedabad,Affluent,Moderate,6858270.0,5,38,0,RM20,0
CUST0804,2022-12-18,Chennai,HNI,Conservative,15713659.0,5,37,1,RM06,0
CUST0805,2023-09-14,Mumbai,Mass,Conservative,519287.0,1,28,1,RM17,0
CUST0806,2014-12-30,Delhi,Mass,Conservative,1859150.0,6,134,0,RM13,0
CUST0807,2018-10-10,Mumbai,Mass,Conservative,1117538.0,5,88,0,RM02,0
CUST0808,2025-06-05,Kolkata,Mass,Conservative,1248394.0,5,7,0,RM18,0
CUST0809,2015-03-30,Delhi,Mass,Moderate,580855.0,5,131,1,RM04,1
CUST0810,2022-05-22,Delhi,Affluent,Moderate,6688326.0,5,44,0,RM11,0
CUST0811,2014-04-04,Hyderabad,Affluent,Aggressive,5971440.0,3,143,1,RM01,0
CUST0812,2023-04-17,Delhi,Mass,Aggressive,605786.0,4,33,1,RM07,1
CUST0813,2024-12-07,Ahmedabad,Mass,Conservative,708165.0,4,13,0,RM24,1
CUST0814,2024-06-10,Kolkata,Affluent,Moderate,9073499.0,2,19,1,RM13,1
CUST0815,2021-05-27,Chennai,Affluent,Conservative,11877017.0,1,56,1,RM19,0
CUST0816,2014-12-30,Pune,HNI,Conservative,17400634.0,5,134,1,RM08,0
CUST0817,2019-06-07,Chennai,Mass,Conservative,323890.0,2,80,1,RM02,0
CUST0818,2024-06-10,Chennai,Mass,,1646754.0,2,19,0,RM16,0
CUST0819,2022-03-23,Chennai,HNI,Moderate,49685675.0,1,46,0,RM07,1
CUST0820,2020-03-03,Chennai,Mass,Moderate,831140.0,3,71,0,RM03,0
CUST0821,2019-07-07,Chennai,Affluent,Moderate,13207394.0,4,79,0,RM13,0
CUST0822,2016-01-24,Delhi,Mass,Moderate,798531.0,6,121,1,RM11,0
CUST0823,2025-06-05,Pune,Mass,Moderate,404480.0,3,7,0,RM03,0
CUST0824,2025-12-02,Mumbai,Affluent,Moderate,2394461.0,3,1,0,RM15,0
CUST0825,2017-06-17,Ahmedabad,Affluent,Aggressive,2381907.0,5,104,1,RM12,0
CUST0826,2024-09-08,Ahmedabad,Mass,Moderate,668537.0,2,16,0,RM25,0
CUST0827,2017-11-14,Delhi,HNI,Moderate,15462144.0,1,99,1,RM03,0
CUST0828,2021-11-23,Mumbai,HNI,Moderate,14533542.0,1,50,0,RM13,0
CUST0829,2021-05-27,Chennai,Affluent,Moderate,4646114.0,6,56,1,RM20,0
CUST0830,2024-03-12,Mumbai,HNI,Conservative,32031316.0,5,22,0,RM11,0
CUST0831,2016-10-20,Chennai,HNI,Aggressive,14790355.0,2,112,1,RM06,0
CUST0832,2023-10-14,Kolkata,Affluent,Aggressive,3324647.0,2,27,1,RM25,0
CUST0833,2025-11-02,Bengaluru,Affluent,Aggressive,3782079.0,6,2,0,RM09,0
CUST0834,2018-12-09,Ahmedabad,Affluent,Conservative,8177110.0,4,86,0,RM24,0
CUST0835,2024-03-12,Mumbai,Ultra-HNI,Conservative,63836171.0,3,22,1,RM22,0
CUST0836,2023-12-13,Pune,Affluent,Conservative,5747581.0,3,25,1,RM17,0
CUST0837,2023-05-17,Hyderabad,Mass,Aggressive,1566733.0,3,32,1,RM20,0
CUST0838,2018-06-12,Delhi,Mass,Moderate,3185566.0,5,92,1,RM14,0
CUST0839,2017-01-18,Chennai,Affluent,Moderate,7007934.0,2,109,1,RM17,0
CUST0840,2015-02-28,Bengaluru,Ultra-HNI,Aggressive,89351317.0,6,132,1,RM07,0
CUST0841,2014-05-04,Hyderabad,Mass,Conservative,347615.0,2,142,1,RM02,1
CUST0842,2023-03-18,Ahmedabad,Ultra-HNI,Moderate,81248582.0,2,34,0,RM16,0
CUST0843,2023-05-17,Hyderabad,Mass,Moderate,689994.0,3,32,1,RM21,0
CUST0844,2023-06-16,Pune,Mass,Conservative,1089334.0,5,31,1,RM21,0
CUST0845,2023-10-14,Hyderabad,HNI,Moderate,16107968.0,1,27,1,RM20,1
CUST0846,2025-11-02,Kolkata,HNI,Moderate,22314221.0,1,2,1,RM25,0
CUST0847,2019-01-08,Hyderabad,Affluent,Moderate,6873735.0,3,85,1,RM15,0
CUST0848,2025-10-03,Chennai,HNI,Aggressive,56771148.0,1,3,0,RM05,0
CUST0849,2025-07-05,Mumbai,HNI,Conservative,47224097.0,3,6,1,RM06,1
CUST0850,2021-03-28,Kolkata,HNI,Moderate,40091711.0,3,58,0,RM07,0
CUST0851,2016-05-23,Ahmedabad,HNI,Aggressive,29807064.0,4,117,0,RM25,0
CUST0852,2020-03-03,Ahmedabad,Mass,Conservative,526029.0,2,71,0,RM23,0
CUST0853,2021-03-28,Pune,Mass,Moderate,994442.0,4,58,1,RM19,0
CUST0854,2023-10-14,Bengaluru,Mass,Aggressive,436085.0,6,27,1,RM22,0
CUST0855,2017-12-14,Pune,Mass,Conservative,595359.0,3,98,1,RM09,0
CUST0856,2022-02-21,Bengaluru,Mass,Conservative,1773460.0,5,47,0,RM18,0
CUST0857,2014-03-05,Ahmedabad,Mass,Conservative,896479.0,2,144,0,RM05,0
CUST0858,2024-04-11,Mumbai,Mass,Conservative,755547.0,6,21,1,RM03,0
CUST0859,2016-08-21,Ahmedabad,Affluent,Moderate,5992273.0,4,114,0,RM17,1
CUST0860,2017-11-14,Pune,Mass,Conservative,633322.0,1,99,1,RM18,1
CUST0861,2021-08-25,Ahmedabad,Mass,Moderate,203748.0,6,53,0,RM15,0
CUST0862,2021-04-27,Delhi,Mass,Moderate,332677.0,5,57,0,RM12,0
CUST0863,2014-08-02,Hyderabad,Mass,Conservative,936422.0,3,139,1,RM16,0
CUST0864,2017-04-18,Bengaluru,Affluent,Moderate,2969905.0,4,106,1,RM10,1
CUST0865,2025-06-05,Pune,HNI,Conservative,18833885.0,6,7,0,RM08,0
CUST0866,2019-06-07,Pune,Affluent,Moderate,2508628.0,1,80,0,RM07,0
CUST0867,2017-03-19,Pune,Affluent,Conservative,3318702.0,1,107,0,RM10,0
CUST0868,2021-06-26,Pune,Ultra-HNI,Conservative,66187126.0,5,55,0,RM08,0
CUST0869,2017-10-15,Mumbai,Affluent,Aggressive,8190322.0,2,100,1,RM04,0
CUST0870,2018-07-12,Chennai,Mass,Moderate,1237644.0,6,91,1,RM14,0
CUST0871,2022-01-22,Bengaluru,Mass,Moderate,445205.0,5,48,0,RM11,0
CUST0872,2025-11-02,Ahmedabad,Affluent,Moderate,5832913.0,6,2,0,RM05,0
CUST0873,2025-07-05,Hyderabad,Affluent,Moderate,2249806.0,5,6,0,RM23,0
CUST0874,2017-10-15,Delhi,HNI,Conservative,20611633.0,6,100,0,RM13,0
CUST0875,2016-10-20,Chennai,Mass,Moderate,1126544.0,4,112,1,RM04,0
CUST0876,2021-07-26,Hyderabad,Ultra-HNI,Aggressive,63940550.0,1,54,0,RM02,0
CUST0877,2020-05-02,Bengaluru,Mass,Aggressive,1375006.0,2,69,1,RM03,0
CUST0878,2019-12-04,Hyderabad,HNI,Moderate,31662576.0,6,74,1,RM11,1
CUST0879,2015-06-28,Kolkata,Affluent,Moderate,5626898.0,2,128,1,RM07,0
CUST0880,2019-10-05,Hyderabad,Mass,Moderate,,6,76,1,RM25,0
CUST0881,2019-03-09,Hyderabad,Mass,Moderate,497057.0,6,83,0,RM12,0
CUST0882,2019-05-08,Pune,Mass,Conservative,299078.0,5,81,1,RM19,0
CUST0883,2024-06-10,Bengaluru,Mass,Moderate,327094.0,1,19,1,RM07,1
CUST0884,2017-08-16,Pune,HNI,Conservative,34537437.0,2,102,1,RM02,1
CUST0885,2015-03-30,Mumbai,Mass,Moderate,1533204.0,5,131,0,RM09,0
CUST0886,2024-09-08,Kolkata,Mass,Moderate,367975.0,3,16,0,RM18,1
CUST0887,2025-02-05,Chennai,Mass,Conservative,692347.0,3,11,0,RM20,0
CUST0888,2020-03-03,Kolkata,Affluent,Moderate,2072736.0,1,71,0,RM05,0
CUST0889,2016-11-19,Bengaluru,Mass,Conservative,389691.0,3,111,1,RM08,0
CUST0890,2025-01-06,Ahmedabad,Mass,Conservative,769308.0,1,12,1,RM12,1
CUST0891,2017-02-17,Hyderabad,HNI,Moderate,15022460.0,1,108,1,RM09,0
CUST0892,2023-03-18,Ahmedabad,Mass,Moderate,232451.0,6,34,1,RM08,0
CUST0893,2023-10-14,Bengaluru,HNI,Aggressive,51429166.0,5,27,1,RM25,0
CUST0894,2023-09-14,Hyderabad,Mass,Moderate,649079.0,6,28,1,RM24,0
CUST0895,2019-10-05,Pune,Affluent,Aggressive,2684265.0,6,76,1,RM09,0
CUST0896,2018-11-09,Pune,Affluent,Conservative,5286988.0,6,87,1,RM02,0
CUST0897,2020-07-01,Bengaluru,Mass,Moderate,637853.0,3,67,0,RM09,0
CUST0898,2018-10-10,Chennai,Affluent,Moderate,6214181.0,2,88,1,RM23,0
CUST0899,2016-06-22,Delhi,Mass,Moderate,553170.0,5,116,0,RM23,0
CUST0900,2016-02-23,Pune,Mass,Moderate,792686.0,4,120,1,RM18,0
CUST0901,2017-04-18,Chennai,HNI,Conservative,33576607.0,3,106,1,RM17,1
CUST0902,2019-10-05,Mumbai,HNI,Moderate,9677741.0,3,76,1,RM10,0
CUST0903,2023-05-17,Bengaluru,Mass,Moderate,455454.0,2,32,1,RM12,0
CUST0904,2017-02-17,Bengaluru,Affluent,Conservative,7817962.0,3,108,0,RM22,0
CUST0905,2018-01-13,Hyderabad,Mass,Moderate,492416.0,6,97,1,RM06,1
